cityName,stateName,slope,inter,homePriceMean,amplitude,shift,fitError,marketRank,rankedGrowth
Costa Mesa,California,2878.79,165930.785,324264.2202,10.639137,-1.822332993,0.86820153,1,2.549875489
Sparks,Nevada,337.27,101274.006,119823.8532,29.36137957,-2.175105499,0.810687664,1,0.298735408
Bend,Oregon,2384.27,158065.138,289200,53.01728947,-1.930624015,0.753443799,1,2.11185659
El Monte,California,74.964,102509.072,106632.1101,3.155985209,-1.906912061,0.964518316,1,0.066399031
Miami Gardens,Florida,4191.975,243707.441,474266.055,11.75569667,-2.945560035,0.943283015,2,2.180427573
Chico,California,1255.986,96841.896,165921.1009,16.12654051,-2.348929627,0.946158291,1,1.112484035
Tracy,California,3932.974,406097.452,622411.0092,19.465435,-1.291262978,0.829977231,4,1.193108248
Ventura,California,2666.778,190585.933,337258.7156,17.10571361,-2.008595338,0.792170099,1,2.362086799
Lewisville,Texas,1457.475,105921.458,186082.5688,31.80804669,-2.030801452,0.746930601,1,1.290952024
West Covina,California,157.925,151315.953,160001.8349,11.40179553,-1.824203828,0.852775127,1,0.139881369
Rock Hill,South Carolina,896.98,143011.06,192344.9541,28.71134462,-2.681216198,0.918771586,1,0.794496061
Yakima,Washington,1779.754,97207.085,195093.578,26.64540571,-2.335637385,0.870880123,1,1.576409221
Redding,California,806.794,265154.791,309528.4404,21.66124309,-1.980670456,0.858677427,2,0.419648467
Saint Augustine,Florida,7452.305,494305.81,904182.5688,53.77568782,-1.57710828,0.888714191,4,2.260733624
Delray Beach,Florida,443.849,291946.126,316357.7982,58.43887931,-1.52430412,0.811541664,2,0.230865069
Waterbury,Connecticut,1998.47,269566.718,379482.5688,9.831792243,-1.856397851,0.909618779,2,1.039490715
West Palm Beach,Florida,1493.721,97827.931,179982.5688,27.04696176,-1.612606542,0.90441288,1,1.323056758
Carlsbad,California,478.751,121162.283,147493.578,35.5743057,-2.001879303,0.671764128,1,0.424051577
Elgin,Illinois,800.071,286199.745,330203.6697,36.47161057,-3.090450928,0.753557243,2,0.416151544
Santa Barbara,California,1133.119,122594.037,184915.5963,14.84494083,-2.403615348,0.824828956,1,1.003655134
West Jordan,Utah,5966.266,367296.636,695441.2844,30.37326243,-1.99056384,0.778868363,3,2.197096216
Greenville,North Carolina,2187.015,145034.353,265320.1835,26.04730379,-1.454507969,0.884648654,1,1.937138847
Manassas,Virginia,382.949,285729.562,306791.7431,37.27390382,-2.00059171,0.675305602,2,0.199188344
Hillsboro,Oregon,1697.229,128938.634,222286.2385,21.22760624,-2.213650546,0.83506595,1,1.503313068
Green Bay,Wisconsin,407.89,155051.376,177485.3211,41.76539443,-1.992573948,0.757216153,1,0.36128676
Palm Bay,Florida,2167.061,262196.024,381384.4037,29.96832984,-1.726255778,0.876949454,2,1.127182189
Richardson,Texas,215.892,125926.86,137800.9174,29.58837402,-2.002030422,0.714262767,1,0.191225383
West Chester,Pennsylvania,1792.317,112632.671,211210.0917,38.5520832,-2.488504159,0.683023464,1,1.587536843
Norwalk,California,1031.234,154270.183,210988.0734,7.683277337,-1.985923127,0.913820212,1,0.913410947
Vero Beach,Florida,837.832,169174.312,215255.0459,48.08188099,-1.463990312,0.851754097,1,0.742105982
Peoria,Illinois,2745.243,432756.575,583744.9541,38.92373299,-2.24778492,0.747242634,4,0.832797793
Douglasville,Georgia,4373.988,360121.509,600690.8257,28.98842103,-1.833902309,0.886206519,3,1.610734836
Antioch,California,965.036,59071.662,112148.6239,34.17034262,-1.98325871,0.887254699,1,0.854776362
Perris,California,2278.337,141616.259,266924.7706,11.57360044,-1.403773157,0.89815816,1,2.018026904
Springfield,Virginia,462.018,141008.257,166419.2661,44.19189744,-1.843419138,0.592603012,1,0.409230397
Fairfield,California,2416.082,206204.485,339088.9908,18.30870576,-1.588597442,0.819791861,2,1.256708786
Davenport,Iowa,411.327,103500.866,126123.8532,34.91778599,-2.285297242,0.68714906,1,0.364331068
Everett,Washington,4123.624,263086.901,489886.2385,34.78868732,-2.324145715,0.817654265,2,2.144875261
Erie,Pennsylvania,296.953,121624.465,137956.8807,43.70310313,-2.27298702,0.646560938,1,0.263024804
San Leandro,California,790.504,108231.448,151709.1743,14.19651185,-2.317271756,0.767742585,1,0.700185416
Riverview,Florida,1415.125,115782.824,193614.6789,37.87955438,-1.139538049,0.950290361,1,1.2534407
Burbank,California,1651.435,121457.339,212286.2385,12.32288376,-1.93501948,0.824818831,1,1.462751235
Vacaville,California,1197.731,161955.963,227831.1927,20.86343128,-2.15835635,0.768985321,1,1.060884927
Madera,California,1782.66,149319.776,247366.055,11.28089097,-2.032063053,0.889665487,1,1.578983198
Albany,New York,631.54,338279.969,373014.6789,10.49742807,-2.196459722,0.900832172,3,0.232566591
Grand Junction,Colorado,994.335,160875.79,215564.2202,53.94499035,-1.906180357,0.75349197,1,0.880727821
Hesperia,California,1013.271,92476.504,148206.422,16.73504763,-1.758198026,0.858225864,1,0.897500299
The Woodlands,Texas,1085.143,388259.327,447942.2018,63.68815861,-1.983116518,0.590179851,3,0.399607322
San Mateo,California,1196.704,298288.634,364107.3394,19.0961269,-2.01618703,0.717304933,2,0.622457529
Edison,New Jersey,240.474,105163.812,118389.9083,22.19386712,-2.654271797,0.868286148,1,0.21299878
Franklin,Tennessee,1578.48,86237.717,173054.1284,54.9728754,-2.032338695,0.647359056,1,1.398131667
Sandy Springs,Georgia,1468.754,136646.075,217427.5229,33.07979555,-1.835508146,0.829291889,1,1.300942349
Merced,California,1473.788,178842.559,259900.9174,15.52178163,-1.380958428,0.784837411,1,1.305401192
Santa Cruz,California,759.616,172146.789,213925.6881,17.26182296,-2.084250492,0.748800742,1,0.672826507
Lexington,South Carolina,879.26,133786.595,182145.8716,34.05713645,-2.056163713,0.901598392,1,0.77880065
Chapel Hill,North Carolina,3156.023,360382.059,533963.3028,56.45560953,-1.721333801,0.632645508,3,1.162215394
Kennesaw,Georgia,225.001,92995.566,105370.6422,41.08939208,-1.701921582,0.820347278,1,0.199293639
Daly City,California,1600.236,219244.801,307257.7982,8.350828242,-1.834655389,0.846456147,2,0.832351982
Rialto,California,1038.925,198838.022,255978.8991,12.25663197,-1.209228188,0.894668687,1,0.920223216
Columbia,Maryland,788.511,263553.925,306922.0183,30.9954827,-2.059010382,0.814178463,2,0.410138688
Meridian,Idaho,539.085,122088.838,151738.5321,51.61291414,-1.711815143,0.73709194,1,0.477492151
Lawrence,Kansas,1958.636,140718.145,248443.1193,44.81578897,-1.68872681,0.658677679,1,1.73485316
Highlands Ranch,Colorado,595.783,96938.379,129706.422,63.95876929,-2.018212542,0.583573308,1,0.527712153
Lynchburg,Virginia,285.581,271390.316,287097.2477,26.81324954,-1.724640785,0.843011482,2,0.148543034
Greeley,Colorado,891.196,140855.759,189871.5596,33.03589254,-2.517160972,0.805488679,1,0.789372909
League City,Texas,1053.824,103654.383,161614.6789,38.50877746,-2.049055625,0.791538818,1,0.933419939
Lakewood Township,New Jersey,2241.394,151162.793,274439.4495,9.330321994,-1.735230157,0.966821638,1,1.985304806
Mission Viejo,California,2906.154,317576.198,477414.6789,25.27078403,-1.86280604,0.747798054,3,1.070200349
High Point,North Carolina,1270.947,107653.874,177555.9633,19.95205278,-1.844379874,0.946366322,1,1.125735675
Livermore,California,1175.274,140982.875,205622.9358,25.2982203,-2.049269088,0.699189811,1,1.040993739
Spring Hill,Florida,1085.182,392503.058,452188.0734,26.82157061,-1.554909624,0.926292213,3,0.399621684
Federal Way,Washington,1726.864,98245.413,193222.9358,22.6238543,-2.128011287,0.83071776,1,1.529562138
Rio Rancho,New Mexico,157.512,180996.483,189659.633,32.52776934,-1.800299405,0.896021585,1,0.139515556
South Gate,California,3606.576,224315.392,422677.0642,3.291080283,-1.524301904,0.956459249,2,1.875936224
Portsmouth,Virginia,1550.619,221074.669,306358.7156,17.68411076,-1.590418899,0.931550102,2,0.806544033
Town of Greece,New York,2549.724,243554.179,383788.9908,0.095609241,0.221979832,1.097214057,2,1.326221772
Hawthorne,California,1053.871,43394.903,101357.7982,6.139679441,-2.43329395,0.873024933,1,0.933461569
Johnson City,Tennessee,9003.042,595609.735,1.09E+06,30.66827713,-2.138169403,0.794001997,5,2.038128857
Idaho Falls,Idaho,1441.765,347559.786,426856.8807,34.43966101,-1.743941814,0.853861765,3,0.530934495
Woodstock,Georgia,1208.807,184288.073,250772.4771,47.79335918,-1.960416407,0.825823609,1,1.070695445
Brockton,Massachusetts,821.944,142416.004,187622.9358,13.9505981,-2.079969293,0.895325015,1,0.728033257
Asheville,North Carolina,1281.685,116405.505,186898.1651,25.20890083,-2.154751136,0.914388642,1,1.135246811
Indio,California,7976.128,1.14E+06,1.58E+06,18.88437998,-0.341016573,0.83537576,7,0.685731814
Annapolis,Maryland,2055.331,141471.458,254514.6789,27.98308062,-1.901994875,0.839349136,1,1.820500328
New Braunfels,Texas,455.906,185220.591,210295.4128,31.88706552,-2.111942359,0.832673996,1,0.40381672
McDonough,Georgia,4388.018,343067.278,584408.2569,28.05916204,-2.290722555,0.90950987,3,1.615901427
Ashburn,Virginia,2075.101,128185.984,242316.5138,55.04277151,-1.741332174,0.696030262,1,1.838011518
Sterling,Virginia,964.53,34711.417,87760.55046,34.72942813,-1.716706964,0.630140459,1,0.854328174
Valdosta,Georgia,1261.342,131065.647,200439.4495,16.51263446,-2.060108266,0.931330955,1,1.117228089
Apopka,Florida,4044.413,337576.555,560019.2661,21.46888203,-1.449079578,0.906034842,3,1.489367805
Medford,Oregon,1375.619,157798.777,233457.7982,23.42585263,-1.849750991,0.865131766,1,1.218448435
Allen,Texas,1145.311,149961.111,212953.211,39.0552314,-1.943741556,0.656068316,1,1.014454144
Kalamazoo,Michigan,1243.604,64548.573,132946.789,27.6230949,-2.366502331,0.844878305,1,1.101516734
Santa Monica,California,2724.411,318828.95,468671.5596,14.87447425,-1.9936692,0.898009675,3,1.003272918
Plainfield,Illinois,2274.825,166797.452,291912.844,46.36626845,-2.837928178,0.810060257,1,2.014916166
New Bedford,Massachusetts,2671.328,360953.109,507876.1468,8.762697939,-2.804252402,0.924559711,3,0.983724936
Westminster,California,163.906,29637.462,38652.29358,6.46047102,-2.49712257,0.86144637,1,0.145179013
Fort Smith,Arkansas,792.658,256111.162,299707.3394,19.23949548,-2.387986712,0.843565803,2,0.412295722
Roswell,Georgia,512.046,75745.719,103908.2569,46.2766533,-1.948800635,0.719891082,1,0.453542476
Missoula,Montana,729.309,144044.903,184156.8807,39.15900066,-2.002465255,0.62319925,1,0.645982216
Miami Beach,Florida,1334.94,38814.067,112235.7798,41.1202947,-0.804546649,0.87560288,1,1.182417191
Duluth,Minnesota,266.536,126808.41,141467.8899,45.88211457,-2.352312699,0.619338319,1,0.236083081
Lynn,Massachusetts,1048.926,124388.889,182079.8165,12.43812771,-2.78664419,0.873236228,1,0.929081558
Cleveland,Tennessee,348.694,64241.998,83420.18349,21.37337952,-2.065399234,0.779826672,1,0.308854166
Williamsburg,Virginia,1975.079,135506.422,244135.7798,33.80726608,-1.910375602,0.812741625,1,1.749417474
Lees Summit,Missouri,1224.06,83475.79,150799.0826,46.78501176,-1.833529812,0.722583947,1,1.084205722
Newnan,Georgia,1366.057,160593.476,235726.6055,31.77788618,-2.414926424,0.870951751,1,1.209978936
Menifee,California,358.072,95442.712,115136.6972,33.41053246,-1.657079382,0.822515686,1,0.317160688
San Marcos,California,1148.194,98741.998,161892.6606,22.01930047,-1.65282256,0.720273647,1,1.017007749
Acworth,Georgia,1781.679,252335.168,350327.5229,41.9356239,-1.772099642,0.825754496,2,0.926728336
Canton,Michigan,1130.709,82013.761,144202.7523,36.94486928,-2.578076155,0.657230645,1,1.001520488
Herndon,Virginia,1357.201,253979.613,328625.6881,32.17287832,-1.796448136,0.617519302,2,0.705938963
Queen Creek,Arizona,1403.081,144349.796,221519.2661,36.88847195,-1.094069103,0.756690197,1,1.24277278
Hamilton Township,New Jersey,4186.725,288702.599,518972.4771,20.36087497,-2.567826868,0.925577401,2,2.177696821
Bothell,Washington,1193.198,229111.723,294737.6147,34.87972031,-2.16806082,0.767967937,2,0.620633906
Warner Robins,Georgia,2732.269,145784.811,296059.633,14.66382949,-2.221949704,0.941415284,1,2.420095162
Flagstaff,Arizona,2439.642,371440.775,505621.1009,41.77138187,-2.399846451,0.661065354,3,0.898405838
Chino,California,1327.682,122716.004,195738.5321,13.09424819,-2.061399118,0.854399357,1,1.17598845
Fort Pierce,Florida,694.353,63562.895,101752.2936,17.48804508,-1.665553845,0.91136323,1,0.615020094
Redwood City,California,422.933,109039.602,132300.9174,14.8490345,-1.751911899,0.727370077,1,0.374611031
Leesburg,Virginia,1620.509,94612.385,183740.367,38.28656279,-1.843335181,0.674122123,1,1.435358668
Georgetown,Texas,1464.518,157757.951,238306.422,37.92678323,-2.150634387,0.814275486,1,1.29719033
Fall River,Massachusetts,2687.179,321665.698,469460.5505,6.828237752,-2.444374558,0.890922131,3,0.989562117
Duluth,Georgia,1479.223,279681.295,361038.5321,21.19886334,-1.886235476,0.801673265,2,0.769407884
Newport Beach,California,478.41,67399.388,93711.92661,23.23236818,-1.816309936,0.837912744,1,0.423749538
Arden-Arcade,California,2629.36,270756.779,415371.5596,18.4336319,-1.981048606,0.783683962,2,1.367643901
Suffolk,Virginia,783.527,124566.565,167660.5505,20.69406368,-1.457414196,0.89343916,1,0.694005569
Redmond,Washington,2345.701,318431.397,447444.9541,35.75916768,-2.197990872,0.647117036,3,0.86381177
Citrus Heights,California,1186.131,47403.16,112640.367,18.70899575,-1.622431326,0.781303103,1,1.050610279
Waukegan,Illinois,2824.469,247974.414,403320.1835,11.5206948,-2.710815777,0.876563657,2,1.469128534
Pflugerville,Texas,840.629,140561.723,186796.3303,33.80489996,-2.003836085,0.769728701,1,0.744583413
Walnut Creek,California,685.608,208200.714,245909.1743,63.78282686,-1.889473049,0.623118559,2,0.356614385
Macomb,Michigan,528.904,82172.681,111262.3853,27.04898431,-2.073799299,0.774897569,1,0.468474375
Bloomington,Minnesota,1077.99,94986.697,154276.1468,33.8425449,-2.253076978,0.678894513,1,0.954824867
Dallas,Georgia,1282.249,120343.272,190866.9725,35.82094502,-1.685785582,0.840226062,1,1.135746371
Buena Park,California,10072.827,573365.138,1.13E+06,9.901199709,-1.72218869,0.823993687,5,2.280309187
Longmont,Colorado,302.905,197253.976,213913.7615,39.91779845,-2.070013338,0.653053429,1,0.268296762
Alhambra,California,1529.553,193360.805,277486.2385,6.294092971,-1.707597763,0.882370899,1,1.354794794
Trenton,New Jersey,659.358,118794.954,155059.633,5.14720755,1.756804522,0.99562571,1,0.584023427
Conyers,Georgia,1199.438,159082.263,225051.3761,19.66437318,-1.513261822,0.908675019,1,1.062396895
Clifton,New Jersey,1158.474,129193.119,192909.1743,14.51946105,-2.973633939,0.932665753,1,1.026113213
Jackson,Tennessee,1027.572,76028.491,132544.9541,18.70367517,-1.368498792,0.85678254,1,0.910167347
Toms River,New Jersey,916.139,138080.224,188467.8899,47.35487859,-2.763140585,0.926088466,1,0.811466061
Cicero,Illinois,2281.871,134252.141,259755.0459,2.534775535,-2.472413733,0.977648357,1,2.021157129
Conway,Arkansas,1413.998,116297.095,194066.9725,23.56643675,-1.792813057,0.768643571,1,1.252442464
Hattiesburg,Mississippi,2346.6,210455.352,339518.3486,16.61275557,-2.40600936,0.79956524,2,1.220568191
Battle Creek,Michigan,2486.402,226057.085,362809.1743,20.7612217,-4.144813248,0.843216427,2,1.29328526
Spokane Valley,Washington,4499.054,557842.864,805290.8257,33.67549715,-1.926471819,0.82668513,5,1.018505944
Watsonville,California,418.159,97376.504,120375.2294,6.344236187,-1.568396853,0.916865856,1,0.370382482
Springfield,Ohio,688.733,43534.353,81414.6789,23.02903682,-1.915329426,0.803475675,1,0.610042204
Largo,Florida,2214.169,148240.877,270020.1835,22.37767548,-1.981960222,0.919214328,1,1.961190383
Gresham,Oregon,47.895,157351.121,159985.3211,24.71201082,-1.970602423,0.857130859,1,0.042422784
Brandon,Florida,1398.721,86468.502,163398.1651,17.05936057,-2.321096818,0.89539674,1,1.238910929
Troy,Michigan,2111.54,207575.382,323710.0917,30.16252157,-2.659021514,0.603888137,2,1.098303315
Kingsport,Tennessee,518.604,99642.813,128166.055,26.26711507,-2.229166177,0.81433355,1,0.459351196
Palm Coast,Florida,2575.055,286462.793,428090.8257,28.71101433,-2.224422609,0.849969975,2,1.339397521
Quincy,Massachusetts,1262.558,224653.823,294094.4954,23.22520007,-2.264424545,0.734346951,2,0.656711043
Ogden,Utah,374.204,131184.811,151766.055,27.25689029,-2.132925921,0.882461028,1,0.331449535
Johns Creek,Georgia,417.984,80792.559,103781.6514,43.66603094,-1.977634255,0.620292022,1,0.370227476
Canton,Georgia,1271.036,72193.017,142100,35.33428609,-1.824361532,0.896376146,1,1.125814506
Kirkland,Washington,1486.346,134083.078,215832.1101,37.71760271,-2.111350326,0.69961299,1,1.316524385
Stafford,Virginia,383.611,146497.706,167596.3303,36.93881231,-1.707643012,0.70710103,1,0.339781744
Manteca,California,3884.494,333166.616,546813.7615,11.16160899,-2.100220843,0.871044123,3,1.430477131
Camarillo,California,1577.787,210178.593,296956.8807,20.1421522,-1.72646992,0.744372244,2,0.820675285
Farmington Hills,Michigan,2531.069,295276.504,434485.3211,26.11483531,-2.926023383,0.665280646,2,1.316518499
Dalton,Georgia,3274.26,361713.863,541798.1651,11.0366467,-1.669243118,0.891395508,3,1.205756541
Jonesboro,Arkansas,936.736,558480.428,610000.9174,25.49606053,-1.95041808,0.842084826,5,0.212060398
Apple Valley,California,1284.062,133207.798,203831.1927,19.26402245,-1.694150073,0.770098692,1,1.137352228
Oviedo,Florida,1696.903,114386.85,207716.5138,28.63524061,-1.6814776,0.778901671,1,1.503024315
Lakewood,California,6572.926,359788.175,721299.0826,10.01777932,-1.926943743,0.875064561,3,2.420500669
Mount Pleasant,South Carolina,346.397,169672.936,188724.7706,50.29947047,-2.082472045,0.715362134,1,0.306819608
Parma,Ohio,1463.824,119497.91,200008.2569,22.27867276,-2.087760812,0.86057984,1,1.296575623
Covina,California,1105.252,36511.162,97300,7.941684885,-2.293015979,0.887966118,1,0.978972063
Greer,South Carolina,660.041,201560.143,237862.3853,28.20904321,-1.733447106,0.877415695,2,0.343315882
Saint Joseph,Missouri,852.721,158138.889,205038.5321,21.39349041,-2.208812138,0.852900751,1,0.755293848
Upland,California,2861.979,375829.664,533238.5321,10.9937895,-1.71704959,0.838538337,3,1.053932767
Deltona,Florida,581.962,188785.678,220793.578,24.11999129,-1.895407932,0.917268992,1,0.515470263
Lexington,North Carolina,2170.324,162142.253,281510.0917,15.32470312,-1.67043674,0.910773921,1,1.922354868
Carson,California,1516.37,189590.469,272990.8257,5.385806252,-1.834406731,0.925375644,1,1.34311801
Simpsonville,South Carolina,286.592,148435.627,164198.1651,37.53337452,-2.073386016,0.865102041,1,0.253847594
Hoover,Alabama,801.003,236550.357,280605.5046,43.18756791,-2.410531108,0.742601707,2,0.416636318
Schaumburg,Illinois,1596.005,234788.532,322568.8073,32.99605169,-2.424855226,0.820292264,2,0.830151255
Lancaster Township,Pennsylvania,1149.935,59648.063,122894.4954,11.39748178,-1.690691728,0.943753371,1,1.018549832
Porterville,California,719.582,135281.702,174858.7156,7.458797656,-1.875130217,0.889550574,1,0.637366569
Brooklyn Park,Minnesota,1689.023,131527.574,224423.8532,29.73087853,-1.848365838,0.700608231,1,1.49604464
Mountain View,California,2652.335,553083.028,698961.4679,12.94756218,-1.933846136,0.772557924,5,0.600441551
Lawrence,Massachusetts,1161.875,198082.212,261985.3211,5.663824517,-1.794126769,0.8964488,1,1.029125634
Town of Colonie,New York,1218.478,52994.699,120011.0092,15.16281205,-2.575653913,0.775723966,1,1.07926149
Apex,North Carolina,1279.078,159207.594,229556.8807,34.22547622,-1.796191516,0.718980561,1,1.132937672
Maryville,Tennessee,4702.326,557966.565,816594.4954,29.45833881,-1.85848013,0.80888703,5,1.064523115
Missouri City,Texas,1614.455,247914.169,336709.1743,25.69418867,-2.322374968,0.924140775,2,0.839747899
Mission,Texas,2519.565,189165.189,327741.2844,11.03514649,-1.474184167,0.850591622,1,2.231693537
Caguas,Utah,2612.155,391827.829,535496.3303,0.022319572,-0.719826488,1.000431056,3,0.961934293
Bellflower,California,806.29,127727.472,172073.3945,4.732809965,-2.036515023,0.915400535,1,0.714167796
Rome,Georgia,1204.655,101116.463,167372.4771,22.45761955,-2.420372063,0.789590238,1,1.067017829
Pasco,Washington,240.013,89648.828,102849.5413,18.40276109,-1.647167461,0.865668022,1,0.212590451
Norcross,Georgia,1603.258,200796.024,288975.2294,7.059630168,-2.092423372,0.922804505,2,0.833923854
Casa Grande,Arizona,5395.353,429673.955,726418.3486,17.15696272,-0.696346723,0.839539204,4,1.636736008
Tomball,Texas,3338.047,265327.574,448920.1835,32.35515083,-2.342584706,0.772677811,2,1.736262673
Rancho Cordova,California,1688.435,209379.205,302243.1193,16.07415583,-1.588102954,0.814712331,2,0.878228098
Shelby,Michigan,1229.478,121968.603,189589.9083,23.67633088,-2.428945446,0.745171971,1,1.089004692
Baldwin Park,California,1129.355,52358.869,114473.3945,3.487413488,-1.926757224,0.959160971,1,1.000321188
Spring Valley,California,15286.984,1.25E+06,2.09E+06,10.54393169,-1.435576097,0.826308106,7,1.314268186
San Ramon,California,649.849,89373.904,125115.5963,62.27789732,-1.820746393,0.529578203,1,0.575600873
Salisbury,North Carolina,1454.112,141724.771,221700.9174,13.76335868,-1.820680716,0.915835089,1,1.287973262
Racine,Wisconsin,424.488,129888.022,153234.8624,13.19848906,-1.857922809,0.843928724,1,0.375988365
Marysville,Washington,840.601,211810.092,258043.1193,22.96900171,-1.793325159,0.844367821,2,0.437232951
Schenectady,New York,1251.149,118963.863,187777.0642,36.02705326,-2.609508005,0.832246082,1,1.108199684
Avondale,Arizona,1384.438,223154.077,299298.1651,30.8042133,-1.348981555,0.800539982,2,0.720106105
Redlands,California,974.345,168973.394,222562.3853,14.18626647,-1.805882064,0.805571246,1,0.863021767
Temple,Texas,1216.537,78500.561,145410.0917,24.85879564,-1.843430586,0.81603874,1,1.077542258
Folsom,California,1047.033,179617.788,237204.5872,27.51955333,-1.819305058,0.615742721,1,0.927404841
Plymouth,Minnesota,455.454,196582.161,221632.1101,41.46318759,-2.489714717,0.717810851,1,0.403416363
Bethlehem,Pennsylvania,2419.4,443537.564,576604.5872,35.46939612,-2.360943568,0.759080095,4,0.733949956
Cheektowaga,New York,1094.31,133576.249,193763.3028,22.16541668,-2.284405471,0.811292518,1,0.969280235
Snellville,Georgia,449.13,119227.217,143929.3578,21.30814547,-2.329485218,0.857151046,1,0.397814908
Bremerton,Washington,700.963,266349.796,304902.7523,21.34991947,-1.841555968,0.901427376,2,0.364601185
Brandon,Mississippi,2822.209,355183.078,510404.5872,31.81668019,-2.126064589,0.798796051,3,1.039287339
Petaluma,California,973.736,189222.477,242777.9817,14.65174284,-2.046128847,0.806944257,1,0.862482348
Pharr,Texas,1079.041,126903.211,186250.4587,5.31164694,-0.879359526,0.926958081,1,0.955755785
Alpharetta,Georgia,2492.529,236533.843,373622.9358,34.6983639,-1.953309241,0.750390739,2,1.296472178
La Mesa,California,312.311,110489.857,127666.9725,14.49665285,-1.849160088,0.827278148,1,0.276628085
Lake Forest,California,1198.096,167011.162,232906.422,17.80722937,-1.667101966,0.783483529,1,1.061208224
New Rochelle,New York,168.514,126981.295,136249.5413,8.116910558,-2.767034273,0.848360703,1,0.149260529
Waipahu,Hawaii,1531.403,188941.641,273168.8073,5.071289696,-3.028371052,0.913020971,1,1.356433423
Palm Harbor,Florida,1479.215,112889.042,194245.8716,32.80575288,-1.877204769,0.840509095,1,1.310208133
Winter Park,Florida,1144.624,76966.769,139921.1009,20.6663206,-1.624899181,0.843066933,1,1.013845637
Milpitas,California,1132.742,134926.707,197227.5229,11.18886117,-1.840830508,0.80019085,1,1.003321208
Dothan,Alabama,3074.248,488769.572,657853.211,14.01133952,-1.447343109,0.92142558,4,0.932604855
New Britain,Connecticut,2716.466,321162.283,470567.8899,6.017091018,-2.064821995,0.916163909,3,1.000347147
Casper,Wyoming,5984.453,388065.189,717210.0917,22.11988939,-2.341580256,0.727250695,3,2.203793636
Goodyear,Arizona,408.124,116491.692,138938.5321,34.63377759,-1.21021526,0.763119015,1,0.361494025
Baytown,Texas,645.932,148575.586,184101.8349,10.7240464,-1.317969571,0.915973535,1,0.572131407
North Little Rock,Arkansas,1310.129,79717.227,151774.3119,13.92844513,-1.900137927,0.89977268,1,1.160440958
Southfield,Michigan,539.83,371747.859,401438.5321,13.52851732,-3.116998626,0.886485912,3,0.198794095
Mooresville,North Carolina,976.807,166836.188,220560.5505,33.32398563,-2.062966953,0.858240684,1,0.865202473
Winchester,Virginia,2952.7,256073.038,418471.5596,20.71609903,-1.895199213,0.746991602,2,1.535827025
San Marcos,Texas,2079.869,106196.177,220588.9908,12.70409672,-1.597372379,0.765400381,1,1.842234753
Chino Hills,California,2440.848,276699.235,410945.8716,17.15775638,-1.543582043,0.815390068,2,1.269590654
Brick Township,New Jersey,1483.225,206037.309,287614.6789,23.52675881,-2.708029076,0.932087684,2,0.771489498
Lake Elsinore,California,495.775,101974.567,129242.2018,14.47928796,-1.576111647,0.850497429,1,0.43913051
Suwanee,Georgia,2344.1,169262.589,298188.0734,35.13832181,-2.14708731,0.727246634,1,2.07627619
Bossier City,Louisiana,834.485,255632.671,301529.3578,23.55675804,-1.522191465,0.776308375,2,0.434051754
Hammond,Indiana,1715.316,218309.888,312652.2936,7.230518582,-2.941006749,0.952105111,2,0.892210069
Glen Allen,Virginia,3742.594,573803.211,779645.8716,31.25590764,-1.837402734,0.654077921,5,0.847256831
Flower Mound,Texas,4429.204,427341.488,670947.7064,42.40211423,-2.048888991,0.564692064,4,1.343644739
Waterford,Michigan,2490.98,124795.209,261799.0826,30.95642319,-2.601155635,0.672192646,1,2.2063745
Aiken,South Carolina,2535.687,307723.445,447186.2385,17.06822449,-1.745034873,0.954361389,3,0.933774712
West Lafayette,Indiana,631.389,106750.663,141477.0642,28.08045346,-1.81744832,0.664041098,1,0.55925001
Yuba City,California,2399.66,217736.137,349717.4312,8.033900566,-1.228303886,0.915318868,2,1.248166993
Passaic,New Jersey,1172.821,110285.678,174790.8257,1.999866025,-3.263545907,0.965324316,1,1.038821005
Yorba Linda,California,373.982,53208.053,73777.06422,16.49550643,-2.002578368,0.771128615,1,0.3312529
Fort Mill,South Carolina,1595.456,303654.485,391404.5872,54.01839452,-2.284832292,0.854100625,3,0.587531689
Port Charlotte,Florida,1156.497,143031.193,206638.5321,40.18023892,-0.779624545,0.819259306,1,1.024362094
Layton,Utah,625.19,228582.467,262967.8899,21.63442482,-1.698709776,0.884742654,2,0.325188369
Redondo Beach,California,1076.67,113930.836,173147.7064,15.69800836,-2.093020677,0.778734281,1,0.953655683
Statesville,North Carolina,2814.108,274618.552,429394.4954,11.79463435,-1.815813132,0.939147329,2,1.46373933
Framingham,Massachusetts,1223.734,145156.116,212461.4679,21.39589525,-2.144309023,0.694008027,1,1.083916969
Lynwood,California,1331.622,124995.668,198234.8624,2.704711828,-1.493544107,0.966206799,1,1.179478287
Dubuque,Iowa,1838.628,185922.273,287046.789,24.98235576,-1.9528713,0.681677013,1,1.628556606
Davis,California,689.197,103963.863,141869.7248,20.36472351,-1.653920478,0.595995384,1,0.61045319
Bolingbrook,Illinois,2550.693,380899.949,521188.0734,19.30154958,-2.714689366,0.871034363,3,0.939300718
Conway,South Carolina,1354.418,125773.038,200266.055,10.58764147,-2.00703019,0.946416703,1,1.199669743
Ypsilanti,Michigan,-89.984,145268.4,140319.2661,18.56401433,-2.11280523,0.80936503,1,-0.079702929
